phase,target,condition,runs,successes_90_percent_reduction,median_best_error,q1_best_error,q3_best_error,median_best_fitness,q1_best_fitness,q3_best_fitness,median_elapsed_seconds,q1_elapsed_seconds,q3_elapsed_seconds,median_normalized_auc,q1_normalized_auc,q3_normalized_auc,median_final_diversity,q1_final_diversity,q3_final_diversity
resolution,flag,side_32,5,5,0.0023876042791844405,0.0022023885807046133,0.002414867907947493,0.9976123957208156,0.9975851320920525,0.9977976114192953,11.901571333999996,11.853932417000003,11.959986959,0.10709634468286652,0.10193015782402913,0.10946281127402176,0.001627427508968375,0.0015541984492222576,0.0024300218359714753
resolution,flag,side_64,5,5,0.002182190686732209,0.002051778772511183,0.0027043780475153024,0.9978178093132678,0.9972956219524847,0.9979482212274888,14.48072483300001,14.419251333999995,14.485759584,0.10942065647447798,0.09557830137547933,0.11588684807096489,0.001178275481080713,0.0009863087547508633,0.0013365661922314905
